ID,dct:source,ms:resourceName,metadataRecordIdentifier,resourceCreator,ORCID,Creation date,licence,size/amount,categoryLabel,LCRsubclass,subject,language,landingPage,generalDocumentation,annotationSchema,dataFormat,sourceMetadataGeneration,META-SHARE property,ontology,externalResource,externalResource/comment,downloadLocation,distributionLocation/comment,accessLocation ,accessibleThroughQuery,accessibleThroughQuery/comment,comment,,
1655,LOD Cloud,opendatascotland-simd-housing-rank,opendatascotland-simd-housing-rank,,,,,0,government,,,,,,,,,,,,,,,,,,,,
1656,LOD Cloud,opendatascotland-simd-income-rank,opendatascotland-simd-income-rank,,,,,0,,,,,,,,,,,,,,,,,,,,,
825,LOD Cloud,OpenEI - Open Energy Info,open-energy-info-wiki,,,,CC-zero,16384698,government,,,English,http://en.openei.org/,,,,,,,,,,,,,,,,
715,LOD Cloud,OpenLink Software LOD Cache,openlink-lod-cache,,,,CC-BY-SA,13000000000,,,,,http://lod.openlinksw.com/,,,,,,,,,,,,,,,,
1657,LOD Cloud,openlinksw dataspaces,openlinksw-dataspaces,,,,,0,user_generated,,,,,,,,,,,,,,,,,,,,
1071,LOD Cloud,Openly Local :: Making Local Government More Transparent,openlylocal,,,,ODbL,10000000,government,,,English,http://openlylocal.com/,http://openlylocal.com/info/api,,,,,,,,,,,,,,,
716,LOD Cloud,OpenMobileNetwork,openmobilenetwork,,,,CC-BY-SA,19048586,geography,,,,http://www.openmobilenetwork.org,,,,,,,,,,,,,,,,
1130,LOD Cloud,OpenUpLabs COINS,coins-openuplabs,,,,OGLv3.0,5000000,government,,,English,http://data.gov.uk/resources/coins,,,,,,,,,,,,,,,,
204,LOD Cloud,OpenWN-PT WordNet (as part of Open Multilingual WordNet),omwn-por,,,,CC BY-SA 3.0,496697,linguistics,lexicons and dictionaries,,Portuguese,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,255.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
504,AnnoHub,ORDAT,,Yearbook of Svenska Dagbladet 1923 - 1958,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1658,LOD Cloud,Ordnance Survey (RKBExplorer),rkb-explorer-os,,,,,161227,publications,ontology,,English,http://os.rkbexplorer.com,,,,,,,,,,,,,,,,
505,LOD Cloud,Ordnance Survey Linked Data,ordnance-survey-linked-data,,,,CC-BY,2788872,geography,,,,http://data.ordnancesurvey.co.uk/,,,,,,,,,,,,,,,,
1659,LOD Cloud,oreilly,oreilly,,,,,0,publications,,,,,,,,,,,,,,,,,,,,
506,LOD Cloud,Organic Edunet Linked Open Data,organic-edunet,,,,CC-BY,11091,life_sciences,,,,http://data.organic-edunet.eu/,,,,,,,,,,,,,,,,
826,LOD Cloud,Organisation for Economic Co-operation and Development (OECD) Linked Data,oecd-linked-data,,,,CC-zero,225178954,government,,,,http://oecd.270a.info/,,,,,,,,,,,,,,,,
1660,LOD Cloud,Organizations active in R&D,cz-vavai-organizations,,,,,153370,government,ontology,,,http://linked.opendata.cz/resource/dataset/vavai/organizations,,,,,,,,,,,,,,,,
1131,LOD Cloud,Organogram and staff pay data for Thurrock Thames Gateway Development Corporation,staff-organograms-and-pay-thurrock-thames-gateway-development-corporation,,,,OGLv3.0,310,,,,English,http://data.gov.uk/dataset/staff-organograms-and-pay-thurrock-thames-gateway-development-corporation,,,,,,,,,,,,,,,,
126,LOD Cloud,Orphanet Ontology of Rare Diseases,bioportal-ontoorpha,,,,CC BY-NC 2.0,367109,life_sciences,,,,http://bioportal.bioontology.org/ontologies/1586,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
827,LOD Cloud,Orthology and Diseases Information - OGO,ogolod,,,,CC-zero,38035102,life_sciences,,,English,http://miuras.inf.um.es/~ogo/ogolod.html,,,,,,,,,,,,,,,,
1072,LOD Cloud,OSM Semantic Network,osm-semantic-network,,,,ODbL,126621,geography,,,,http://wiki.openstreetmap.org/wiki/OSM_Semantic_Network,,,,,,,,,,,,,,,,
507,AnnoHub,Östergötlands veckoblad 1880's,,A corpus with texts from Östergötlands veckoblad in the 1880's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
508,AnnoHub,Östergötlands veckoblad 1890's,,A corpus with texts from Östergötlands veckoblad in the 1890's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
509,AnnoHub,Östgötaposten 1890's,,A corpus with texts from Östgötaposten in the 1890's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
510,AnnoHub,Östgötaposten 1900's,,A corpus with texts from Östgötaposten in the 1900's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
511,AnnoHub,Östgötaposten 1910's,,A corpus with texts from Östgötaposten in the 1910's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
828,LOD Cloud,Pali English Lexicon,pali-english-lexicon,,,,CC-zero,202731,,,,"English,Pali",http://kasabi.com/dataset/pali-english-lexicon,,,,,,,,,,,,,,,,
1661,LOD Cloud,PanLex,panlex,,,,N/A,786205297,linguistics,lexicons and dictionaries,,Multilingual,http://panlex.org,http://ld.panlex.org/rdf.html,,NA,,1335.0,N/A,http://ld.panlex.org/downloads/releases/2013-02-14/2013-02-14-panlex-ontology.ttl,no,http://ld.panlex.org/downloads/releases/2013-02-14/2013-02-14-panlex-dump.nt,no,https://ld.panlex.org/sparql,no,,,,
1662,LOD Cloud,Parasite Experiment Ontology,bioportal-peo,,,,,1175,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1335,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
512,AnnoHub,Parole corpus,,A corpus annotated with morphological and syntactic information,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
513,LOD Cloud,Parole/Simple 'lexinfo' Ontology & lexicons,parole-simple-lexinfo-ontology-lexicons,,,,CC-BY,10279,linguistics,"Terminologies, Thesauri and Knowledge Bases",,"Catalan,Danish,Dutch,English,Finnish,French,German,Greek,Italian,Portuguese,Spanish,Swedish",http://gilmere.upf.edu/corpus_data/ParoleSimpleOntology/ParoleOntology.html,,,ttl,,559.0,ttl,https://github.com/martavillegas/ParoleSimpleLemon/blob/master/ParoleOntologyLod.ttl,yes,https://github.com/martavillegas/ParoleSimpleLemon/blob/master/ParoleOntologyLod.ttl,yes,unknown,N/A,,I don't know why this is included here as it is an ontology used to model lingiustic data,,
1663,LOD Cloud,patents.data.gov.uk,patents-data-gov-uk,,,,,11627,government,,,,http://patents.data.gov.uk/,,,,,,,,,,,,,,,Not available,
1664,LOD Cloud,Pathway ontology,bioportal-pw,,,,,16830,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1035,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1665,LOD Cloud,PDEV-Lemon,pdev-lemon,,,,N/A,233372,linguistics,lexicons and dictionaries,,English,,,,NA,,351.0,N/A,N/A,N/A,http://pdev.org.uk/pdevlemonfiles/pdevlemon.nt.tar.gz,no,unknown,N/A,,the homepage of the resource is available at http://pdev.org.uk/ there exist some default queries but no other info,,
717,LOD Cloud,pdevlemon,pdevlemon,,,,CC-BY-SA,233372,,,,,,,,,,,,,,,,,,,,,
1666,LOD Cloud,Pediatric Terminology,bioportal-pedterm,,,,,5349,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1640,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
829,LOD Cloud,PeriodO Period Gazetteer,periodo,,,,CC-zero,69033,publications,,,English,,,,,,,,,,,,,,,,,
718,LOD Cloud,Persée in RDF,data-persee-fr,,,,CC-BY-SA,31000000,,,,,http://data.persee.fr/,http://data.persee.fr/explorer/schemas-de-donnees/,,,,,,,,,,,,,,,
852,LOD Cloud,Persian WordNet (as part of Open Multilingual WordNet),omwn-fas,,,,CC0 1.0,182224,linguistics,lexicons and dictionaries,,Persian,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,941.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
2343,LOD Cloud,Person,Shripriya Dubey,Shripriya Dubey,,,ODbL,0,publications,,,,http://www.semanticweb.org/user/ontologies/2020/0/untitled-ontology-30,,,,,,,,,,,,,,,,
1667,LOD Cloud,Personal_Homepages,personal-homepages,,,,,0,,,,,,,,,,,,,,,,,,,,,
2341,LOD Cloud,PGxLOD,PGxLOD,PGxLOD staff,,,CC-BY,5262721,life_sciences,,,,https://pgxlod.loria.fr/,,,,,,,,,,,,,,,,
1668,LOD Cloud,PHARE,bioportal-phare,,,,,2801,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1550,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1669,LOD Cloud,Phenotypic quality,bioportal-pato,,,,,24953,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1107,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1670,LOD Cloud,Phonetics Information Base and Lexicon (PHOIBLE),phoible,,,,CC-BY-SA 3.0,133076,linguistics,typological databases,,multilingual,http://phoible.org,,,csv,,1017.0,N/A,N/A,N/A,https://github.com/phoible/dev,yes,http://linked-data.org/sparql,no,,There is an overlap between this dataset and clld-phoible,,
1671,LOD Cloud,photos,rkb-explorer-photos,,,,,0,publications,,,,http://photos.rkbexplorer.com,,,,,,,,,,,,,,,,
1672,LOD Cloud,Physical Medicine and Rehabilitation,bioportal-pmr,,,,,481,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/3015,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1673,LOD Cloud,Physician Data Query,bioportal-pdq,,,,,124212,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1349,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1674,LOD Cloud,Physico-chemical process,bioportal-rex,,,,,5046,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1043,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1675,LOD Cloud,PKO_Re,bioportal-pko,,,,,3127,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1409,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1676,LOD Cloud,PlanetData Project Wiki,planetdata-project-wiki,,,,,0,publications,,,,http://planet-data.eu,,,,,,,,,,,,,,,,
1677,LOD Cloud,Plant Anatomy,bioportal-po,,,,,21840,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1108,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1678,LOD Cloud,Plant environmental conditions,bioportal-eo,,,,,4780,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1036,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1679,LOD Cloud,Plant Growth and Development Stage,bioportal-po_x1,,,,,8717,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1038,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1680,LOD Cloud,Plant Ontology,bioportal-po_x2,,,,,50279,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1587,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1681,LOD Cloud,Plant Trait Ontology,bioportal-to,,,,,13219,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1037,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
514,LOD Cloud,Pleiades,pleiades,,,,CC-BY,2600000,geography,,,,http://pleiades.stoa.org/,,,,,,,,,,,,,,,,
1159,LOD Cloud,plWordNet WordNet (as part of Open Multilingual WordNet),omwn-pol,,,,WordNet 3.0,384425,linguistics,lexicons and dictionaries,,Polish,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,258.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1682,LOD Cloud,PMA 2010,bioportal-pma,,,,,12544,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1497,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1683,LOD Cloud,Pokedex data in RDF,data-incubator-pokedex,,,,,26134,media,,,,http://pokedex.dataincubator.org/,,,,,,,,,,,,,,,,
127,LOD Cloud,Poképédia,pokepedia-fr,,,,CC BY-NC 2.0,115150,media,,,,http://www.pokepedia.fr,,,,,,,,,,,,,,,,
2347,LOD Cloud,Polish Land Parcel Information System (LPIS) dataset,LPIS (Poland),Raul Palma,,,CC-zero,727517039,geography,,,,https://www.foodie-cloud.org/fct/,,,,,,,,,,,,,,,,
719,LOD Cloud,Polish LGU financial statements,Rb_PL_LGU,,,,CC-BY-SA,7000000,user_generated,,,Polish,http://185.94.71.25:62020,,,,,,,,,,,,,,,,
830,LOD Cloud,Polymath Virtual Library (Authority data) - Fundación Ignacio Larramendi,polymath-virtual-library,,,,CC-zero,0,cross_domain,,,,http://www.larramendi.es/i18n/estaticos/contenido.cmd?pagina=estaticos/bibliotecaIL,,,unknown,,,unknown,unknown,no,http://www.larramendi.es/i18n/estaticos/contenido.cmd?pagina=estaticos/bibliotecaIL,no,unknow,unknown,,,,
515,LOD Cloud,Polythematic Structured Subject Heading System,psh-subject-headings,,,,CC-BY,100000,publications,,,,http://psh.ntkcz.cz/skos/home/html/en,,,,,,,,,,,,,,,,
516,AnnoHub,Post- och Inrikes Tidningar 1770's,,A corpus with texts from Post- och Inrikes Tidningar in the 1770's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
517,AnnoHub,Post- och Inrikes Tidningar 1790's,,A corpus with texts from Post- och Inrikes Tidningar in the 1790's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
518,AnnoHub,Post- och Inrikes Tidningar 1810's,,A corpus with texts from Post- och Inrikes Tidningar in the 1810's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
519,AnnoHub,Post- och Inrikes Tidningar 1850's,,A corpus with texts from Post- och Inrikes Tidningar in the 1850's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
720,LOD Cloud,Postal codes Italy (LinkedOpenData.it),cap-italy-rdf,,,,CC-BY-SA,436603,,,,Italian,cap-italia-rdf,,,,,,,,,,,,,,,,
831,LOD Cloud,prefix.cc,prefix-cc,,,,CC-zero,8000,user_generated,,,,http://prefix.cc/,,,,,,,,,,,,,,,,
1684,LOD Cloud,PreLex,prelex,,,,,1051352,government,,,,http://prelex.publicdata.eu/,,,,,,,,,,,,,,,,
1095,LOD Cloud,Prelinger Archives,prelinger_archives,,,,ODC PDDL,454904,media,,,English,http://kasabi.com/dataset/prelinger-archives,,,,,,,,,,,,,,,,
721,LOD Cloud,PreMOn,premon,,,,CC-BY-SA,32611819,linguistics,"Terminologies, Thesauri and Knowledge Bases",,English,http://premon.fbk.eu,,,ttl,,463.0,owl,http://premon.fbk.eu/ontology/core.html,yes,https://premon.fbk.eu/download.html,yes,http://premon.fbk.eu/sparql,yes,,"This is one of those cases when the first time that i checked was available but now it is not. I don't know if this will become available ""soon"". I dont think we should consider it as available",,
520,AnnoHub,Preperatory work,,Metadata generated from USER,,,CC-BY,,linguistics,corpora,,Swedish,,,,,,,,,,,,,,,,,
521,AnnoHub,Press 65,,Swedish press 1965,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
522,AnnoHub,Press 76,,Swedish press 1976,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
523,AnnoHub,Press 95,,Swedish press 1995,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
524,AnnoHub,Press 96,,Swedish press 1996,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
525,AnnoHub,Press 97,,Swedish press 1997,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
526,AnnoHub,Press 98,,Swedish press 1998,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1685,LOD Cloud,Princeton Library FindingAids,princeton-library-findingaids,,,,,0,publications,list of publications,,multilingual,http://findingaids.princeton.edu/,,,,,,,,,,,,,,,,
1160,LOD Cloud,Princeton WordNet (as part of Open Multilingual WordNet),omwn-eng,,,,WordNet 3.0,1403855,linguistics,lexicons and dictionaries,,English,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,637.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1073,LOD Cloud,Product Scheme Classifications Catalogue,pscs-catalogue,,,,ODbL,1842053,government,,,,http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/,,,,,,,,,,,,,,,,
722,LOD Cloud,Product Types Ontology,productontology,,,,CC-BY-SA,18000000,cross_domain,,,,http://www.productontology.org,,,,,,,,,,,,,,,,
857,LOD Cloud,ProductDB,productdb,,,,GFDL,575942,,,,,http://productdb.org/,,,,,,,,,,,,,,,,
527,LOD Cloud,Project Gutenberg,gutenberg,,,,CC-BY,5450115,cross_domain,publications,,,http://www.gutenberg.org/,,,,,,,,,,,,,,,,
1686,LOD Cloud,Project Gutenberg in RDF (FU Berlin),fu-berlin-project-gutenberg,,,,,10000,publications,,,,http://www4.wiwiss.fu-berlin.de/gutendata/,,,,,,,,,,,,,,,,
1687,LOD Cloud,Projeto Desaparecidos,desaparecidos,,,,,0,cross_domain,,,,http://desaparecidos.ice.ufjf.br/,,,,,,,,,,,,,,,,
128,LOD Cloud,Prospects and Trends (GNOSS),prospects-and-trends-gnoss,,,,CC BY-NC 2.0,42900,user_generated,,,Spanish,http://gnoss.com/comunidad/prospectivatecnologica,,,,,,,,,,,,,,,,
1688,LOD Cloud,Protein modification,bioportal-mod,,,,,49779,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1041,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1689,LOD Cloud,PRotein Ontology (PRO),bioportal-pr,,,,,626238,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1062,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1690,LOD Cloud,Protein-protein interaction,bioportal-mi,,,,,18499,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1040,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1691,LOD Cloud,Proteomics data and process provenance,bioportal-propreo,,,,,2807,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1039,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
528,LOD Cloud,provenanceweb,provenanceweb,,,,CC-BY,2548861,cross_domain,,,,,,,,,,,,,,,,,,,Not available,
129,LOD Cloud,"Proyecto Apadrina,  Marketing Punto de Venta",proyectoapadrina,,,,CC BY-NC 2.0,71440,user_generated,,,Spanish,http://gnoss.com/comunidad/MPV-APADRINA,,,,,,,,,,,,,,,,
529,AnnoHub,Psalm book (1937),,The Swedish psalm book from 1937,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
723,LOD Cloud,Public Library of Veroia,libver,,,,CC-BY-SA,1285417,publications,,,Greek,http://libver.math.auth.gr,,,,,,,,,,,,,,,,"link doesn't work; this is a public library; so, the dataset could be the catalogue of the publications (with metadata only, or with abstracts, or even the publications); in any case, this should be modern Greek"
1074,LOD Cloud,Public Spending in Greece,public-spending-in-greece,,,,ODbL,0,government,,,,http://publicspending.medialab.ntua.gr/en/index.php,,,,,,,,,,,,,,,,
1692,LOD Cloud,Published subjects for languages in ISO 639,iso-639-oasis,,,,N/A,2546,linguistics,linguistic data categories,,Multilingual,http://psi.oasis-open.org/iso/639/,,,rdf,,392.0,N/A,N/A,N/A,http://psi.oasis-open.org/iso/639/639-core.rdf,yes,unknown,N/A,,the homepage of the resource is http://psi.oasis-open.org/iso/639/,,
1107,LOD Cloud,QBOAirbase,qboairbase,,,,ODC-By v1.0,0,government,,,,,,,,,,,,,,,,,,,,
2339,LOD Cloud,Qualité de l'air,Qualité de l'air,julie queiros,,,CC-zero,0,user_generated,,,,https://emilienbarbaud-etudiant.ovh/res.ttl,,,,,,,,,,,,,,,Not Available,
2340,LOD Cloud,Qualité de l'air dans le monde,Qualité de l'air dans le monde,Julie Queiros,,,CC-zero,0,user_generated,,,,https://mmisw.org/ont/~jqueiros/air_quality,,,,,,,,,,,,,,,Available,
1693,LOD Cloud,Quantitative Imaging Biomarker Ontology,bioportal-qibo,,,,,3156,,ontology,,English,http://bioportal.bioontology.org/ontologies/1671,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
17,LOD Cloud,Quran semantic data,http://quransemanticdata.com/Resource/,,,,CC BY 3.0,1070000,linguistics,"Terminologies, Thesauri and Knowledge Bases",,English,http://quransemanticdata.com/Resource/,,,rdf,,,owl,http://mlode.nlp2rdf.org/datasets/qvoc.owl.ttl.gz,no,http://mlode.nlp2rdf.org/datasets/semanticquran.nt.gz,no,http://semanticquran.aksw.org/sparql,no,,,,
1694,LOD Cloud,R&D Programmes,cz-vavai-programmes,,,,,3353,government,,,,http://linked.opendata.cz/resource/dataset/vavai/programmes,,,,,,,,,,,,,,,,
1695,LOD Cloud,R&D Projects,cz-vavai-projects,,,,,4460700,government,,,,http://linked.opendata.cz/resource/dataset/vavai/projects,,,,,,,,,,,,,,,,
1096,LOD Cloud,Rådata nå!,radatana,,,,ODC PDDL,9370074,publications,,,Norwegian,http://data.bibsys.no/data,,,,,,,,,,,,,,,Not available,
1696,LOD Cloud,RadLex,bioportal-rid,,,,,373165,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1057,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1697,LOD Cloud,RAMEAU subject headings (STITCH),stitch-rameau,,,,,1619918,publications,,,,http://stitch.cs.vu.nl/rameau/,,,,,,,,,,,,,,,,
1698,LOD Cloud,Randomized Controlled Trials (RCT) Ontology,bioportal-rctontology,,,,,2091,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1676,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1699,LOD Cloud,Rat Strain Ontology,bioportal-rs,,,,,23606,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1150,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1700,LOD Cloud,Ravensburg Local Shopping Graph,ravensburg-local-shopping-graph,,,,,100000,,,,,http://www.lieber-ravensburg.de/developer/,,,,,,,,,,,,,,,,
1701,LOD Cloud,RDF Book Mashup,rdf-book-mashup,,,,,100000000,publications,,,,http://www4.wiwiss.fu-berlin.de/bizer/bookmashup/,,,,,,,,,,,,,,,,
1702,LOD Cloud,RDFizing and Interlinking the EuroStat Data Set Effort,riese,,,,,5000000,,,,,http://riese.joanneum.at/data/,,,,,,,,,,,,,,,,
530,LOD Cloud,RDFLicense,rdflicense,,,,CC-BY,1975,cross_domain,,,,,,,,,,,,,,,,,,,,
1703,LOD Cloud,RDFohloh,rdfohloh,,,,,700000,user_generated,,,,http://rdfohloh.wikier.org,,,,,,,,,,,,,,,,
2293,LOD Cloud,rdfs,w3c-wordnet,,,,WordNet 3.0,710000,linguistics,lexicons and dictionaries,,English,http://www.w3.org/TR/wordnet-rdf,,,rdf,,743.0,rdfs,http://www.w3.org/2006/03/wn/wn20/schemas/wnfull.rdfs,yes,http://www.w3.org/2006/03/wn/wn20/download/wn20full.zip,yes,unknown,N/A,,,,
1704,LOD Cloud,Reactome RDF,reactome-rdf,,,,,14285698,life_sciences,,,,,,,,,,,,,,,,,,,,
1705,LOD Cloud,"Read Codes, Clinical Terms Version 3 (CTV3)",bioportal-rcd,,,,,4229895,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1427,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
531,LOD Cloud,Rechtspraak.nl,rechtspraak,,,,CC-BY,1931860,government,,,,http://www.best-project.nl,,,,,,,,,,,,,,,,
130,LOD Cloud,Red Uno Internacional (Santillana),red-uno-internacional-santillana,,,,CC BY-NC 2.0,6759,user_generated,,,,http://reduno-internacional.com/en/community/unoi,,,,,,,,,,,,,,,,
1706,LOD Cloud,reference.data.gov.uk,reference-data-gov-uk,,,,,45809,government,,,English,http://reference.data.gov.uk/,,,,,,,,,,,,,,,,
532,LOD Cloud,Registry of contracts of the Czech Republic - Contracts,cz-contracts,,,,CC-BY,245107,government,,,Czech,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/smlouvy,,,,,,,,,,,,,,,,
724,LOD Cloud,Registry of contracts of the Czech Republic - Financial fulfillments,cz-fulfillments,,,,CC-BY-SA,20163,government,,,Czech,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/plneni,,,,,,,,,,,,,,,,
533,LOD Cloud,Registry of contracts of the Czech Republic - Orders,cz-orders,,,,CC-BY,86128,government,,,Czech,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/rejstriky/objednavky,,,,,,,,,,,,,,,,
1707,LOD Cloud,"Registry of territorial identification, addresses and real estate of the Czech Republic",cz-ruian,,,,,869506642,government,,,Czech,https://ruian.linked.opendata.cz/zdroj/datová-sada/rúian,,,,,,,,,,,,,,,,
1708,LOD Cloud,Relations for Reusing (R4R) Ontology,http://guava.iis.sinica.edu.tw/r4r/,,,,,131,cross_domain,ontology,,,http://guava.iis.sinica.edu.tw/r4r/,,,,,,,,,,,,,,,Available,
832,LOD Cloud,Renewable Energy Generators,renewable_energy_generators,,,,CC-zero,99917,government,,,English,http://kasabi.com/dataset/renewable-energy-generators,,,,,,,,,,,,,,,,
534,LOD Cloud,Répertoire International des Sources Musicales - RISM,rism,,,,CC-BY,17217885,,,,,,,,,,,,,,,,,,,,,
535,LOD Cloud,Repository for Linked Open Archival Data,reload,,,,CC-BY,10455463,publications,,,,,,,,,,,,,,,,,,,,
1709,LOD Cloud,Reproductive trait and phenotype ontology,bioportal-repo,,,,,793,life_sciences,ontology,,English,http://bioportal.bioontology.org/ontologies/1552,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
