ID,dct:source,ms:resourceName,metadataRecordIdentifier,resourceCreator,ORCID,Creation date,licence,size/amount,categoryLabel,LCRsubclass,subject,language,landingPage,generalDocumentation,annotationSchema,dataFormat,sourceMetadataGeneration,META-SHARE property,ontology,externalResource,externalResource/comment,downloadLocation,distributionLocation/comment,accessLocation ,accessibleThroughQuery,accessibleThroughQuery/comment,comment,,
342,LOD Cloud,German labor law thesaurus,german-labor-law-thesaurus,,,,CC-BY,106891,publications,,,German,http://vocabulary.wolterskluwer.de/,,,,,,,,,,,,,,,,
343,LOD Cloud,Gipuzkoa Demografia,gipuzkoademografia,,,,CC-BY,1711,,,,,http://datahub.io/dataset/GipuzkoaDemografia,,,,,,,,,,,,,,,,
344,LOD Cloud,Glastonbury 2011 Programme,glastonbury-2011,,,,CC-BY,42581,,,,,http://programme.ecs.soton.ac.uk/glastonbury/2011/,,,,,,,,,,,,,,,,
2333,LOD Cloud,Global Agricultural Concept Space,GACS,brandon whitehead,,,CC-BY,2699098,life_sciences,,,,https://agrisemantics.org/#GACShome/,,,,,,,,,,,,,,,Available,
345,LOD Cloud,Global Hunger Index (2011),global-hunger-index-2011,,,,CC-BY,19369,cross_domain,,,,http://www.ifpri.org/publication/2011-global-hunger-index,,,,,,,,,,,,,,,,
2319,LOD Cloud,Global WordNet Association Interlingual Index,gwa-ili,John McCrae,,,WordNet 3.0,352995,linguistics,lexicons and dictionaries,,English,https://github.com/globalwordnet/ili,,,ttl,,,N/A,N/A,N/A,https://raw.githubusercontent.com/globalwordnet/cili/master/ili.ttl,yes,unknown,N/A,,,,
681,LOD Cloud,Glottolog,glottolog,,,,CC-BY-SA,10000000,linguistics,linguistic data categories,,Multilingual,http://glottolog.org,,,NA,,,N/A,N/A,N/A,https://glottolog.org/static/download/glottolog-language.n3.gz,no,unknown,N/A,,there exists the void description of the dataset http://glottolog.org/void.rdf but nothing else,,
108,LOD Cloud,"GNOSS.com, a Social and Semantic Platform",gnoss-com-a-social-and-semantic-platform,,,,CC BY-NC 2.0,4535606,user_generated,,,Spanish,http://gnoss.com/en/home,,,,,,,,,,,,,,,,
1421,LOD Cloud,GoogleArt wrapper,googleart-wrapper,,,,,37717,art,,,,http://linkeddata.few.vu.nl/googleart/,,,,,,,,,,,,,,,Not available,
346,AnnoHub,Göteborgs weckoblad 1870's,,A corpus with texts from Göteborgs weckoblad in the 1870's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
347,AnnoHub,Göteborgs weckoblad 1880's,,A corpus with texts from Göteborgs weckoblad in the 1880's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
348,AnnoHub,Göteborgs weckoblad 1890's,,A corpus with texts from Göteborgs weckoblad in the 1890's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
349,AnnoHub,Götheborgs weckolista 1740's,,A corpus with texts from Götheborgs weckolista in the 1740's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
350,AnnoHub,Götheborgs weckolista 1750's,,A corpus with texts from Götheborgs weckolista in the 1750's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
351,AnnoHub,Gotlands tidning 1860's,,A corpus with texts from Gotlands tidning in the 1860's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
352,AnnoHub,Gotlands tidning 1880's,,A corpus with texts from Gotlands tidning in the 1880's; part of the Kubhist corpus,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
353,LOD Cloud,GovAgriBus Denmark,govagribus-denmark,,,,CC-BY,0,,,,,,,,,,,,,,,,,,,,,
1422,LOD Cloud,GovTrack.us U.S Congress Legislative Data,govtrack,,,,,13000000,government,,,English,http://www.govtrack.us,,,,,,,,,,,,,,,,
682,LOD Cloud,GovWILD - Government Web Integration for Linked Data,government-web-integration-for-linked-data,,,,CC-BY-SA,42773056,government,,,,http://govwild.hpi-web.de/project/govwild-sources.html,,,,,,,,,,,,,,,,
354,AnnoHub,GP – Två dagar,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
355,AnnoHub,GP 1994,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
356,AnnoHub,GP 2001,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
357,AnnoHub,GP 2003,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
358,AnnoHub,GP 2004,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
359,AnnoHub,GP 2005,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
360,AnnoHub,GP 2006,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
361,AnnoHub,GP 2007,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
362,AnnoHub,GP 2008,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
363,AnnoHub,GP 2009,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
364,AnnoHub,GP 2010,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
365,AnnoHub,GP 2011,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
366,AnnoHub,GP 2012,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
367,AnnoHub,GP 2013,,A corpus with texts from Göteborgsposten,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
683,LOD Cloud,Greek Wordnet,greek-wordnet,,,,CC-BY-SA,356595,linguistics,lexicons and dictionaries,,Modern Greek (1453-),,,,NA,,951.0,N/A,N/A,N/A,http://wordnet.okfn.gr/,no,http://wordnet.okfn.gr:8890/sparql/,no,,,,
2,LOD Cloud,Greek WordNet (as part of Open Multilingual WordNet),omwn-ell,,,,Apache-2.0,163659,linguistics,lexicons and dictionaries,,Modern Greek (1453-),http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,825.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1423,LOD Cloud,greek-administrative-geography,greek-administrative-geography,,,,,0,geography,,,Modern Greek (1453-),,,,,,,,,,,,,,,,,I found this link: http://linkedopendata.gr/dataset/greek-administrative-geography
109,LOD Cloud,Green Competitiveness (GNOSS),green-competitiveness-gnoss,,,,CC BY-NC 2.0,17219,user_generated,,,Spanish,http://red.gnoss.com/en/community/greencompetitiveness,,,,,,,,,,,,,,,,
2367,LOD Cloud,gseg,hongse,wageawgw,,,CC-BY,0,cross_domain,,,,http://baixue.com,,,,,,,,,,,,,,,Available,
368,AnnoHub,Gustav Vasa's bible - New testament,,The new testament in Gustav Vasa's Bible published by Natan Lidqvist in 1941,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
369,AnnoHub,Gustav Vasa's letter production,,King Gustav I's registry,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1424,LOD Cloud,HCPCS,bioportal-hcpcs,,,,,96969,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1529,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1425,LOD Cloud,Health Level Seven,bioportal-hl7,,,,,100848,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1343,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1426,LOD Cloud,HEALTH_INDICATORS,bioportal-hlth_indics,,,,,2183,life_sciences,,,,http://bioportal.bioontology.org/ontologies/1581,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
370,LOD Cloud,HealthData.gov Platform (HDP) on the Semantic Web,twc-healthdata,,,,CC-BY,1934046908,,,,,http://healthdata.tw.rpi.edu/index.html,,,,,,,,,,,,,,,,
799,LOD Cloud,HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate,hebis-bibliographic-resources,,,,CC-zero,267038676,metadata,catalog,,German,http://www.hebis.de,,,,,,,,,,,,,,,,
1156,LOD Cloud,Hebrew WordNet (as part of Open Multilingual WordNet),omwn-heb,,,,WordNet 3.0,47512,linguistics,lexicons and dictionaries,,Hebrew,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,277.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1087,LOD Cloud,Hedatuz,hedatuz,,,,ODC PDDL,141309,publications,,,Basque,http://helheim.deusto.es/hedatuz/resource/,,,,,,,,,,,,,,,,
684,LOD Cloud,Hellenic Fire Brigade,hellenic-fire-brigade,,,,CC-BY-SA,4134837,government,,,,http://greek-lod.math.auth.gr/fire-brigade/,,,,,,,,,,,,,,,Available,
685,LOD Cloud,Hellenic Police,hellenic-police,,,,CC-BY-SA,145368,government,,,,http://greek-lod.math.auth.gr/police/,,,,,,,,,,,,,,,Available,
371,AnnoHub,Hertha,,A corpus with texts from the women's newspaper Hertha,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1427,LOD Cloud,Hewan Invertebrata,bioportal-invertebrata,,,,,5460,,,,,http://bioportal.bioontology.org/ontologies/1658,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1428,LOD Cloud,HOM-HARVARD,bioportal-hom_harvard,,,,,1107,,,,,http://bioportal.bioontology.org/ontologies/1631,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1429,LOD Cloud,Host Pathogen Interactions Ontology,bioportal-hpio,,,,,2841,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1569,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1430,LOD Cloud,HUGO,bioportal-hugo,,,,,898855,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1528,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1431,LOD Cloud,"Human developmental anatomy, abstract version",bioportal-ehdaa,,,,,16345,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1021,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1432,LOD Cloud,"Human developmental anatomy, abstract version, v2",bioportal-ehdaa2,,,,,56358,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1517,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1433,LOD Cloud,"Human developmental anatomy, timed version",bioportal-ehda,,,,,75000,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1022,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1434,LOD Cloud,Human disease ontology,bioportal-doid,,,,,179543,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1009,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1435,LOD Cloud,Human Phenotype Ontology,bioportal-hp_x1,,,,,107770,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1125,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1436,LOD Cloud,Hungarian National Library (NSZL) catalog,hungarian-national-library-catalog,,,,,19300000,publications,,,Hungarian,http://nektar.oszk.hu/wiki/Semantic_web,,,,,,,,,,,,,,,,
1437,LOD Cloud,Hymenoptera Anatomy Ontology,bioportal-hao,,,,,53821,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1362,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
372,LOD Cloud,IATE RDF,iate-rdf,,,,CC-BY,8081142,linguistics,lexicons and dictionaries,,Multilingual,,,,nt,,134.0,N/A,N/A,N/A,http://tbx2rdf.lider-project.eu/data/iate/iate.nt.gz,yes,unknown,N/A,,to download the resource one has to create an accout to the https://iate.europa.eu/home,,
373,LOD Cloud,IATI as Linked Data,iati-as-linked-data,,,,CC-BY,36629045,government,,,Multilingual,,,,,,,,,,,,,,,,,
1438,LOD Cloud,IBM Research GmbH (RKBExplorer),rkb-explorer-ibm,,,,,44721,publications,,,English,http://ibm.rkbexplorer.com,,,,,,,,,,,,,,,,
1117,LOD Cloud,ICANE,icane,,,,ODC-By v1.0,52412,,,,Spanish,http://www.icane.es/semantic-web,http://www.icane.es/metadata/,,,,,,,,,,,,,,,
1439,LOD Cloud,ICD-10-PCS,bioportal-icd10pcs,,,,,1844776,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1425,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1440,LOD Cloud,ICD10,bioportal-icd10,,,,,87925,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1516,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1441,LOD Cloud,ICD10CM,bioportal-icd10cm,,,,,1119554,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1553,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
14,LOD Cloud,IceWordNet WordNet (as part of Open Multilingual WordNet),omwn-isl,,,,CC BY 3.0,106288,linguistics,lexicons and dictionaries,,Icelandic,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,557.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1442,LOD Cloud,ichoose,ichoose,,,,,99411,user_generated,,,,,,,,,,,,,,,,,,,Not available,
1443,LOD Cloud,ICPC-2 PLUS,bioportal-icpc2p,,,,,94630,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1429,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1444,LOD Cloud,ICPS Network,bioportal-icps,,,,,9468,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1509,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1445,LOD Cloud,IdRef: Sudoc authority data,idreffr,,,,,20000000,publications,,,French,http://punktokomo.abes.fr/2011/07/05/idref-des-pages-html-et-rdf-plus-riches/,,,,,,,,,,,,,,,,
374,AnnoHub,Idun,,A corpus with texts from the women's newspaper Idun,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
1446,LOD Cloud,IEEE Papers (RKBExplorer),rkb-explorer-ieee,,,,,91564,publications,,,English,http://ieee.rkbexplorer.com,,,,,,,,,,,,,,,,
375,LOD Cloud,IEEE VIS Source Data,twc-ieeevis,,,,CC-BY,19935340,publications,,,,http://ieeevis.tw.rpi.edu,,,,,,,,,,,,,,,Not available,
800,LOD Cloud,ietflang,ietflang,,,,CC-zero,100000,linguistics,"Terminologies, Thesauri and Knowledge Bases",,Multilingual,,,,NA,,,N/A,N/A,N/A,http://monnetproject.deri.ie/ietflang/de-Latn-DE,no,unknown,N/A,,,,
1051,LOD Cloud,im@sparql,im@sparql,,,,MIT,78728,media,,,Japanese,https://sparql.crssnky.xyz/imas/,,,,,,,,,,,,,,,Available,
2370,LOD Cloud,imagery bailingniao,imagery bailingniao,wageawgw,,,CC-BY,0,cross_domain,,,,http://baixue.com,,,,,,,,,,,,,,,Not Available,
1447,LOD Cloud,Imagesnippets Image Descriptions,imagesnippets,,,,,1011804,cross_domain,,,English,,,,,,,,,,,,,,,,,
1448,LOD Cloud,IMGT-ONTOLOGY,bioportal-imgt,,,,,8283,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1491,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1124,LOD Cloud,"Index of Multiple Deprivation, Living Environment Deprivation Domain, Scores 2010",odc-imd-environment-score,,,,OGLv3.0,194892,,,,,http://opendatacommunities.org/datasets/imd-environment-score-2010,,,,,,,,,,,,,,,,
110,LOD Cloud,"IneveryCREA Argentina, la comunidad de la creatividad educativa",ineverycrea-argentina,,,,CC BY-NC 2.0,15620,user_generated,,,,http://ineverycrea.net/en/community/ineverycreaargentina,,,,,,,,,,,,,,,,
111,LOD Cloud,"IneveryCREA, la comunidad de la creatividad educativa",ineverycrea,,,,CC BY-NC 2.0,3494839,user_generated,,,,http://ineverycrea.net/,,,,,,,,,,,,,,,,
1449,LOD Cloud,Infectious Disease Ontology,bioportal-ido,,,,,7370,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1092,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
376,LOD Cloud,Influence Tracker Dataset,influence-tracker-dataset,,,,CC-BY,36.16.30,,,,,http://www.influencetracker.com,,,,,,,,,,,,,,,,
1450,LOD Cloud,Influenza Ontology,bioportal-flu,,,,,5425,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1417,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1451,LOD Cloud,Information Artifact Ontology,bioportal-iao,,,,,2160,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1393,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
801,LOD Cloud,Ingredientes de la Gastronomía Peruana,Gastronomía Peruana,,,,CC-zero,0,gastronomy,"Terminologies, Thesauri and Knowledge Bases",,Spanish,https://uciii.poolparty.biz/VocabularioIngredientesGrastronomiaPeruana.html,,,,,,,,,,,,,,,,
1452,LOD Cloud,Inspections of the Czech Trade Inspection Authority,cz-ctia-inspections,,,,,,government,,,Czech,http://linked.opendata.cz/resource/dataset/coi.cz/kontroly,,,,,,,,,,,,,,,,
802,LOD Cloud,Inspections of the Supreme Audit Office of the Czech Republic,cz-sao-check-actions,,,,CC-zero,27144,government,,,Czech,http://data.nku.cz/resource/dataset/check-actions,,,,,,,,,,,,,,,,
803,LOD Cloud,Instance Hub (all),twc-hub,,,,CC-zero,101092,cross_domain,,,,,,,,,,,,,,,,,,,Not available,
377,LOD Cloud,Instance Hub Fiscal Years,instance-hub-fiscal-years,,,,CC-BY,1001,,,,,,,,,,,,,,,,,,,,,
1453,LOD Cloud,Institut Eurécom (RKBExplorer),rkb-explorer-eurecom,,,,,40863,publications,,,,http://eurecom.rkbexplorer.com,,,,,,,,,,,,,,,,
1454,LOD Cloud,Institutional research plans,cz-vavai-research-plans,,,,,143182,government,,,"Czech,English",http://linked.opendata.cz/resource/dataset/vavai/research-plans,,,,,,,,,,,,,,,,
1088,LOD Cloud,Institutions and Bodies of the European Union,eu-institutions,,,,ODC PDDL,643,government,,,,http://institutions.publicdata.eu/,,,,,,,,,,,,,,,,
1455,LOD Cloud,Institutions of public power of the Czech Republic,cz-ovm,,,,,1351432,government,,,Czech,https://linked.opendata.cz/zdroj/datová-sada/ovm,,,,,,,,,,,,,,,,
804,LOD Cloud,Integrated pollution registry,cz-cenia-pollution,,,,CC-zero,379372,government,,,Czech,http://linked.opendata.cz/resource/dataset/cenia.cz/irz,,,,,,,,,,,,,,,,
1456,LOD Cloud,Interaction Network Ontology,bioportal-ino,,,,,6107,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1515,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
112,LOD Cloud,"Interactive Maps, a collection of interactive flash maps (GNOSS)",interactivemaps-gnoss,,,,CC BY-NC 2.0,90226,user_generated,,,,http://mapasinteractivos.didactalia.net/comunidad/mapasflashinteractivos,,,,,,,,,,,,,,,,
686,LOD Cloud,Intercontinental Dictionary Series,ids,,,,CC-BY-SA,2000000,linguistics,linguistic data categories,,Multilingual,http://lingweb.eva.mpg.de/ids/,,,NA,,,N/A,N/A,N/A,http://mlode.nlp2rdf.org/datasets/ids.nt.gz,no,http://mlode.nlp2rdf.org/sparql,no,,,,
378,AnnoHub,InterFra Swedish,,Metadata generated from USER,,,CC-BY,,linguistics,corpora,,Swedish,,,,,,,,,,,,,,,,,
1457,LOD Cloud,International Classification for Nursing Practice,bioportal-icnp,,,,,141481,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1401,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1458,LOD Cloud,International Classification of Diseases,bioportal-icd9cm,,,,,322211,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1101,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1459,LOD Cloud,"International Classification of Functioning, Disability and Health (ICF)",bioportal-icf_x1,,,,,28475,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1411,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
1460,LOD Cloud,International Classification of Primary Care,bioportal-icpc,,,,,8581,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1344,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
805,LOD Cloud,International Monetary Fund (IMF) Linked Data,imf-linked-data,,,,CC-zero,36000000,government,,,,,,,,,,,,,,,,,,,,
379,AnnoHub,Interpellation,,Part of the Riksdag's open data,,,CC-BY,,linguistics,corpora,,Swedish,,,,,Metadata generated from USER,,,,,,,,,,,,
687,LOD Cloud,intervalue,intervalue,,,,CC-BY-SA,,,,,,http://www.greek-lod.gr/intervalue/,,,,,,,,,,,,,,,,
1461,LOD Cloud,Inztrow,Inztrow,,,,,0,media,,,,https://inztrowbeats.webnode.com/,,,,,,,,,,,,,,,Available,
1462,LOD Cloud,IPTC NewsCodes,iptc-newscodes,,,,,400,,,,,http://www.iptc.org/cms/site/index.html?channel=CH0103,,,,,,,,,,,,,,,,
688,LOD Cloud,iServe: Linked Services Registry,iserve,,,,CC-BY-SA,2239738,cross_domain,,,,http://iserve.kmi.open.ac.uk/,,,,,,,,,,,,,,,,
1063,LOD Cloud,ISIC V4,isic-v4,,,,ODbL,18986,government,,,,http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/,,,,,,,,,,,,,,,,
806,LOD Cloud,ISIL->DBpedia,isil-dbpedia,,,,CC-zero,0,metadata,catalog,,German,http://lobid.org/organisation,,,,,,,,,,,,,,,,
380,LOD Cloud,ISOcat,isocat,,,,CC-BY,25000,linguistics,linguistic resource metadata,,English,http://www.isocat.org,,,NA,,246.0,N/A,N/A,N/A,http://www.datcatinfo.net/datcat/DC-1333,no,unknown,N/A,,"There is a long long way to arrive to a dataset that honestly i dont' know if it is the one isocat mentioned in the LOD. Firstly I accessed http://www.isocat.org, then  this page tells you to go to another one called www.datcatinfo.net which itselft redirect to https://www.clarin.eu/ccr "" As a consequence, there was no longer any need for a Registration Authority, and the ISOcat repository ceased to be an ISO project. Leaders within the user community resolved to establish a repository of data category definitions, renamed DatCatInfo, and supported by industry-oriented linguists and terminologists.""",,
1463,LOD Cloud,ISOcat-metadata,isocat-metadata,,,,Other (Non-commercial),830,linguistics,linguistic resource metadata,,English,,,,owl,,,owl,http://www.sfs.uni-tuebingen.de/N/Alida/images/isocat/isocatOWL.owl,yes,http://www.sfs.uni-tuebingen.de/nalida/images/isocat/isocatOWL.owl,yes,unknown,N/A,,maybe this is the ontology for the isocat dataset above,,
381,LOD Cloud,ISPRA - The administrative divisions of Italy (regions/provinces/municipalities),ispra-lod-place,,,,CC-BY,0,,,,Italian,,,,,,,,,,,,,,,,,
382,LOD Cloud,ISPRA - The Italian Data Buoy Network (RON),ispra-lod-ron,,,,CC-BY,0,,,,Italian,http://dati.isprambiente.it/id/website/ronRmn/html,,,,,,,,,,,,,,,,
689,LOD Cloud,ISTAT Immigration (LinkedOpenData.it),istat-immigration,,,,CC-BY-SA,3024396,government,,,Italian,http://www.linkedopendata.it/datasets/istat-immigration,,,,,,,,,,,,,,,,
383,LOD Cloud,Italian Chamber of Deputies - official dataset,ocd,,,,CC-BY,490000000,government,,,Italian,,,,,,,,,,,,,,,,,
690,LOD Cloud,Italian Museums,museums-in-italy,,,,CC-BY-SA,49897,cross_domain,,,Italian,http://www.linkedopendata.it/datasets/musei,,,,,,,,,,,,,,,,
691,LOD Cloud,Italian public schools (LinkedOpenData.it),italian-public-schools-linkedopendata-it,,,,CC-BY-SA,168638,education,,,Italian,http://www.linkedopendata.it/datasets/scuole,,,,,,,,,,,,,,,,
1102,LOD Cloud,ItalWordnet WordNet (as part of Open Multilingual WordNet),omwn-iwn,,,,ODC-By v1.0,468044,linguistics,lexicons and dictionaries,,Italian,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,1305.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1118,LOD Cloud,IWN,iwn,,,,ODC-By v1.0,515816,linguistics,lexicons and dictionaries,,Italian,,,,rdf,,510.0,N/A,N/A,N/A,http://www.languagelibrary.eu/owl/italWordNet15/download/italWordNet15.tar.gz,yes,unknown,N/A,,"This is one of those cases when the first time that i checked was not available, now it is available",,
1464,LOD Cloud,IxnO,bioportal-ixno,,,,,1184,life_sciences,,,English,http://bioportal.bioontology.org/ontologies/1614,http://www.bioontology.org/wiki/index.php/BioPortal_REST_services,,,,,,,,,,,,,,,
807,LOD Cloud,Japanese Textbook LOD,jp-textbook,,,,CC-zero,219018,publications,,,Japanese,https://w3id.org/jp-textbook/,,,,,,,,,,,,,,,Available,
1157,LOD Cloud,Japanese WordNet (as part of Open Multilingual WordNet),omwn-jpn,,,,WordNet 3.0,1007643,linguistics,lexicons and dictionaries,,Japanese,http://compling.hss.ntu.edu.sg/omw/,,,Tab separated,,542.0,N/A,N/A,N/A,http://compling.hss.ntu.edu.sg/omw/,yes,http://omwn.linguistic-lod.org/sparql,no,,"This dataset has tab separated data, I don't know if we can consider it as linked data..?",,
1465,LOD Cloud,JEL Classification,jel-classification,,,,,7000,,,,"English,German,French,Spanish",,,,,,,,,,,,,,,,,
808,LOD Cloud,JISC Open Bibliography British National Bibliography dataset,jiscopenbib-bl_bnb-1,,,,CC-zero,18376419,,,,English,http://openbiblio.net/2010/11/17/jisc-openbibliography-british-library-data-release/,http://www.bl.uk/bibliographic/datafree.html,,,,,,,,,,,,,,,
